,text,labels
1871,      what yall up to    beatin my meat on facetime wit a bad bitch httptcodwdg7dnwxw,offensive
1872,      bitch my dick is yo dinner,offensive
1873,  fuck off bitch,offensive
1874,this aint no mf httptcodooeogirog bitch ass,offensive
1875,i cannot with these second class bitches,offensive
1876,  loves austin httptcohttbu4omzy webber such a boon for    ,non_offensive
1877,karma sure is a bitch lol,offensive
1878,    hey rachel g my name isint kenneth ok let us just get that straight   you best be backing off before i go ghetto,non_offensive
1879,naturally when a shitty leftist rag talks trash about another shitty leftist rag you better fall in line or you are out of the club  ,offensive
1880,you hoes love sayin you think you cute huh naa you do,offensive
1881,only hoes cheat,offensive
1882,  i like how his tattoo on his head forms a mullet white trash people can be so entertaining sometimes,offensive
1883,that pussy best be shaved for the holidays,offensive
1884,fat white bitch an a skinny po black niggayeah im in metairie fa sho,offensive
1885,this bitch is so annoying ,offensive
1886,these bitches think they know snap ha bitch i am snap,offensive
1887,the jigg is up,non_offensive
1888,i was emo ok emosquad2k10 get on my level bitch,offensive
1889,    so yams are ass or pussy,offensive
1890,  i volunteer to be guinea pig and help test it out  ,non_offensive
1891,    based on my starbucks drink choices i admit that i am in fact a basic bitch,offensive
1892,  these hoes is crazy,offensive
1893,  give her all da dick u gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin,offensive
1894,  yeah cannot lie tho spitting on a cop car right with their bitch ass in it feels damn good,offensive
1895,and dis nicca still rapping,offensive
1896,i feel like that niggah pac these bitches set me up,offensive
1897,  dude your fucking gay you made a twitter just to mock me fucking lowlife,offensive
1898,  rt something else from another bitch in panties about love i swear,offensive
1899,i think you have made it clear that these hoes aint loyal,offensive
1900,i have to dress up tomorrow for mock interviews and i still do not know how to tie the tie  ,non_offensive
1901,wallah i will drop kick this bitch,offensive
1902,teairri marie is crazythe poor girl aint do anything to herbitter ass bird,offensive
1903,the devil wears charlie by revlon  ,non_offensive
1904,one of the best     of all time is     anybody seen that   lately i believe he is dressed as   ,offensive
1905,  frogger best game ever  only cuz you suck at flappy bird,non_offensive
1906,  bitch i am on bitch i am on my griiind  thug luuuuuuv,offensive
1907,    when ya broke only real bitches stick around,offensive
1908,  to my   niccas,offensive
1909,  omg bitch go to sleep it was just a coincidence huh   ,offensive
1910,bad bitches is the only thing i like,offensive
1911,    bitch what where you all be at come to town east mall u and your bitch fuck boys,offensive
1912,these bitches singing this song tho ,offensive
1913,i am only on here cause my bitch tripping  ,offensive
1914,    some of you all bitches cannot even grow this on yo damn head httptcolykqlhq0wt,offensive
1915,  we might have more cannot really be sure but some weird little bird said that might be a possibility stay tuned maybe,non_offensive
1916,  its all about you and white conservative teabaggers you all make the world go round please be our rulersstockboy,non_offensive
1917,    aahahah who the fuck watches that trash,offensive
1918,nah fuck bungie they aint givng me nno drops stingy ass niggas     you trash at destiny if you aint at least 25,offensive
1919,    bitch mcconnell has been a 30year parasite and we can not afford him any longer   vote  ,offensive
1920,fuck them kids bitch,offensive
1921,chances make champions nicca aint nothing stopping you,offensive
1922,  stockboyeveryone mocks you,non_offensive
1923,this bitch is raising my anxiety just by sitting next to her,offensive
1924,    i be closing my eyes and shit sometimes so bitches be able to sneak a quick nipple lick in but she aint going ham on me yo,offensive
1925,    one good girl is worth a thousand bitches    ,offensive
1926, bad bitches is the only thing that i like ,offensive
1927,these hoes aint loyal       man thats the realest shirt i seen tonight a chick with a flip phone robbed me,offensive
1928,    we gunna laff at chavarubio beaner supporters in a min,non_offensive
1929,that hoe out there fat trel said it best,offensive
1930,    thats when you say this bitch aint got no job  ,offensive
1931,    well damn   make her a single mother     what if you finally get the pussy amp it is garbage,offensive
1932,i need some good pussy fuck,offensive
1933,hypocritical little bitch,offensive
1934,give them bitches good head i can assure you they will be back   ,offensive
1935,  so the fat bitches who ride dick with a tshirt on  ,offensive
1936,okay bitchlisten up this is importantur eyebrows should not be a centimeter apart,offensive
1937,if you not lickin toes you a basic bitch and i cannot fuck with a basic bitch,offensive
1938,    have their been any reports of an aerosolized virus that turns apes intelligent seems like that kind of day,non_offensive
1939,  well then with all further ado get da fock out ya lil bitch,offensive
1940,      he knows game he is just gonna make it as small of a loss as possibleshe was 1 of don juan hoes off jump httpt ,offensive
1941,omg i will just go to charlie bear to twerk team i fucks with them,offensive
1942,im trying to take the word bitch outta my vocabulary  hardest shit ever,offensive
1943,lol bitch you think you are classy the fuck ever,offensive
1944,    john kerry caught appearing to mock israel    operation in gaza  httptco3yqfr9lzsr     httptco ,non_offensive
1945,leave the bitchen to bitches,offensive
1946,  i saw a girl scratch her private today what that mean  do not fuck her right in the pussy,offensive
1947,  lmaooo naw nigga imma stay right in your mentions hoe,offensive
1948,      frfr come party wimmie i am leavin this shithole til summfest  i am leavin dis hoe before that,offensive
1949,  prolly not they sound like little bitches,offensive
1950,too fast for the feds too cocky for the cops had to ditch my old bitch gettin sloppy wit the pots,offensive
1951,      when you all hoes going to learn how to spell   ,offensive
1952,  and that is why mock drafts are a joke my friends ,non_offensive
1953,    i wish a bitch would tell me something that i do not know about my nigga girlboo,offensive
1954,  usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team   httptcojoosdsubir he is a bitch,non_offensive
1955,i hate pulling into stores niggas be staring like they never seen a bitch drive a car with rims and a system ,offensive
1956,    five things i will never give a bitch 1my heart2my weed3my money4my twitter5my netflix password ,offensive
1957,thirsty ass bitch do not sweat me,offensive
1958,it is lame that you can buy clothes that look like real military clothingif you wear it i will make fun of youyou are a 4 star bitch,offensive
1959,this faggot in a truck was tailgating me so i hit my breaks he cut me off i switched lanes he cuts me off again to be a little biatch then,offensive
1960,pussy put his ass to sleep,offensive
1961,  retard alert,offensive
1962,    i peep a lot of shit and i just laugh cause these hoes some actors ,offensive
1963,    these hoes ain loyal,offensive
1964,obama mocked the special olympics wendy davis mocks the handicapped do ya see a pattern democrats    ,non_offensive
1965,givenchy my toes and my bros and my hoes,offensive
1966,  u hella gay u never did  quit subbing fag,offensive
1967,    lmao i fucks with   amp   real talk them bitches know how to have fun,offensive
1968,  of course i was being bitch learned from my mom how to make a guy feel like he is 1 foot tall,offensive
1969,we so deep in this bitch we might drown,offensive
1970,    i aint no lady bitch,offensive
1971, if you get yo girl took do not be mad at the niggah who did it   be mad at her  cause he do not owe you loyalty  she does ,offensive
1972,i done seen a lot of fake shit that bitch aint bad she is basic,offensive
1973,    not dykes or anything ,offensive
1974,these bitches dont want no boyfriend  they want a pimp,offensive
1975,    bad bitches get in free night at weenie hut jrs,offensive
1976,    lying ass bitch httptcovguclaennt,offensive
1977,      5hrs till the birds kick some ass ,non_offensive
1978,    i ama get wifey not cunt who spreads legs for anyone settle for nothing but the rarest difference better you and me lmao,offensive
1979,1 more game of 2k then i am finish my new book  john grisham cold then a hoe,offensive
